,index,Date,MIN,MAX,Month
635,58512,1941-09-27,73.0,78.0,September
636,58513,1941-09-28,71.0,82.0,September
637,58514,1941-09-29,71.0,81.0,September
638,58515,1941-09-30,70.0,79.0,September
639,58516,1941-10-01,70.0,81.0,October
640,58517,1941-10-02,71.0,82.0,October
641,58518,1941-10-03,70.0,81.0,October
642,58519,1941-10-04,69.0,80.0,October
643,58520,1941-10-05,67.0,81.0,October
644,58521,1941-10-06,67.0,81.0,October
645,58522,1941-10-07,68.0,76.0,October
646,58523,1941-10-08,70.0,79.0,October
647,58524,1941-10-09,69.0,79.0,October
648,58525,1941-10-10,71.0,79.0,October
649,58526,1941-10-11,70.0,78.0,October
650,58527,1941-10-12,68.0,75.0,October
651,58528,1941-10-13,67.0,77.0,October
652,58529,1941-10-14,68.0,75.0,October
653,58530,1941-10-15,68.0,76.0,October
654,58531,1941-10-16,68.0,77.0,October
655,58532,1941-10-17,69.0,76.0,October
656,58533,1941-10-18,68.0,78.0,October
657,58534,1941-10-19,69.0,78.0,October
658,58535,1941-10-20,66.0,80.0,October
659,58536,1941-10-21,66.0,82.0,October
660,58537,1941-10-22,66.0,79.0,October
661,58538,1941-10-23,66.0,73.0,October
662,58539,1941-10-24,65.0,74.0,October
663,58540,1941-10-25,65.0,75.0,October
664,58541,1941-10-26,64.0,81.0,October
665,58542,1941-10-27,67.0,84.0,October
666,58543,1941-10-28,68.0,81.0,October
667,58544,1941-10-29,70.0,82.0,October
668,58545,1941-10-30,70.0,86.0,October
669,58546,1941-10-31,69.0,85.0,October
670,58547,1941-11-01,66.0,84.0,November
671,58548,1941-11-02,65.0,85.0,November
672,58549,1941-11-03,63.0,83.0,November
673,58550,1941-11-04,65.0,84.0,November
674,58551,1941-11-05,64.0,82.0,November
675,58552,1941-11-06,67.0,80.0,November
676,58553,1941-11-07,63.0,77.0,November
677,58554,1941-11-08,64.0,74.0,November
678,58555,1941-11-09,68.0,78.0,November
679,58556,1941-11-10,66.0,78.0,November
680,58557,1941-11-11,64.0,78.0,November
681,58558,1941-11-12,64.0,79.0,November
682,58559,1941-11-13,65.0,82.0,November
683,58560,1941-11-14,63.0,80.0,November
684,58561,1941-11-15,65.0,78.0,November
685,58562,1941-11-16,67.0,76.0,November
686,58563,1941-11-17,67.0,83.0,November
687,58564,1941-11-18,67.0,80.0,November
688,58565,1941-11-19,67.0,79.0,November
689,58566,1941-11-20,70.0,80.0,November
690,58567,1941-11-21,68.0,79.0,November
691,58568,1941-11-22,69.0,78.0,November
692,58569,1941-11-23,69.0,76.0,November
693,58570,1941-11-24,67.0,75.0,November
694,58571,1941-11-25,61.0,75.0,November
695,58572,1941-11-26,59.0,80.0,November
696,58573,1941-11-27,63.0,78.0,November
697,58574,1941-11-28,62.0,78.0,November
698,58575,1941-11-29,60.0,75.0,November
699,58576,1941-11-30,59.0,68.0,November
700,58577,1941-12-01,57.0,68.0,December
701,58578,1941-12-02,64.0,70.0,December
702,58579,1941-12-03,62.0,73.0,December
703,58580,1941-12-04,64.0,72.0,December
704,58581,1941-12-05,64.0,74.0,December
705,58582,1941-12-06,64.0,74.0,December
706,58583,1941-12-07,66.0,74.0,December
707,58584,1941-12-08,64.0,72.0,December
708,58585,1941-12-09,65.0,72.0,December
709,58586,1941-12-10,66.0,72.0,December
710,58587,1941-12-11,66.0,72.0,December
711,58588,1941-12-12,64.0,72.0,December
712,58589,1941-12-13,64.0,74.0,December
713,58590,1941-12-14,63.0,74.0,December
714,58591,1941-12-15,65.0,72.0,December
715,58592,1941-12-16,64.0,71.0,December
716,58593,1941-12-17,65.0,73.0,December
717,58594,1941-12-18,62.0,74.0,December
718,58595,1941-12-19,65.0,74.0,December
719,58596,1941-12-20,66.0,73.0,December
720,58597,1941-12-21,66.0,75.0,December
721,58598,1941-12-22,63.0,81.0,December
722,58599,1941-12-23,62.0,76.0,December
723,58600,1941-12-24,64.0,76.0,December
724,58601,1941-12-25,63.0,75.0,December
725,58602,1941-12-26,64.0,76.0,December
726,58603,1941-12-27,63.0,78.0,December
727,58604,1941-12-28,59.0,77.0,December
728,58605,1941-12-29,59.0,75.0,December
729,58606,1941-12-30,62.0,72.0,December
730,58607,1941-12-31,54.0,77.0,December
731,58608,1942-01-01,54.0,77.0,January
732,58609,1942-01-02,59.0,71.0,January
733,58610,1942-01-03,53.0,77.0,January
734,58611,1942-01-04,55.0,76.0,January
735,58612,1942-01-05,58.0,72.0,January
736,58613,1942-01-06,58.0,77.0,January
737,58614,1942-01-07,63.0,76.0,January
738,58615,1942-01-08,62.0,78.0,January
739,58616,1942-01-09,58.0,77.0,January
740,58617,1942-01-10,60.0,78.0,January
741,58618,1942-01-11,59.0,79.0,January
742,58619,1942-01-12,56.0,81.0,January
743,58620,1942-01-13,61.0,76.0,January
744,58621,1942-01-14,61.0,74.0,January
745,58622,1942-01-15,62.0,77.0,January
746,58623,1942-01-16,63.0,81.0,January
747,58624,1942-01-17,60.0,81.0,January
748,58625,1942-01-18,60.0,80.0,January
749,58626,1942-01-19,62.0,76.0,January
750,58627,1942-01-20,58.0,76.0,January
751,58628,1942-01-21,54.0,78.0,January
752,58629,1942-01-22,56.0,79.0,January
753,58630,1942-01-23,57.0,78.0,January
754,58631,1942-01-24,59.0,75.0,January
755,58632,1942-01-25,63.0,76.0,January
756,58633,1942-01-26,63.0,80.0,January
757,58634,1942-01-27,61.0,81.0,January
758,58635,1942-01-28,64.0,78.0,January
759,58636,1942-01-29,62.0,78.0,January
760,58637,1942-01-30,66.0,74.0,January
761,58638,1942-01-31,64.0,80.0,January
762,58639,1942-02-01,60.0,81.0,February
763,58640,1942-02-02,62.0,81.0,February
764,58641,1942-02-03,59.0,81.0,February
765,58642,1942-02-04,59.0,81.0,February
766,58643,1942-02-05,64.0,72.0,February
767,58644,1942-02-06,64.0,78.0,February
768,58645,1942-02-07,60.0,81.0,February
769,58646,1942-02-08,61.0,82.0,February
770,58647,1942-02-09,62.0,83.0,February
771,58648,1942-02-10,64.0,80.0,February
772,58649,1942-02-11,64.0,83.0,February
773,58650,1942-02-12,64.0,83.0,February
774,58651,1942-02-13,62.0,80.0,February
775,58652,1942-02-14,63.0,77.0,February
776,58653,1942-02-15,64.0,74.0,February
777,58654,1942-02-16,64.0,74.0,February
778,58655,1942-02-17,61.0,75.0,February
779,58656,1942-02-18,64.0,71.0,February
780,58657,1942-02-19,63.0,70.0,February
781,58658,1942-02-20,63.0,71.0,February
782,58659,1942-02-21,62.0,71.0,February
783,58660,1942-02-22,63.0,71.0,February
784,58661,1942-02-23,62.0,70.0,February
785,58662,1942-02-24,62.0,70.0,February
786,58663,1942-02-25,57.0,70.0,February
787,58664,1942-02-26,58.0,69.0,February
788,58665,1942-02-27,59.0,73.0,February
789,58666,1942-02-28,59.0,73.0,February
790,58667,1942-03-01,61.0,73.0,March
791,58668,1942-03-02,62.0,74.0,March
792,58669,1942-03-03,59.0,76.0,March
793,58670,1942-03-04,60.0,64.0,March
794,58671,1942-03-05,55.0,65.0,March
795,58672,1942-03-06,55.0,70.0,March
796,58673,1942-03-07,57.0,66.0,March
797,58674,1942-03-08,55.0,70.0,March
798,58675,1942-03-09,57.0,65.0,March
799,58676,1942-03-10,59.0,66.0,March
800,58677,1942-03-11,59.0,70.0,March
801,58678,1942-03-12,62.0,72.0,March
802,58679,1942-03-13,63.0,72.0,March
803,58680,1942-03-14,63.0,72.0,March
804,58681,1942-03-15,65.0,74.0,March
805,58682,1942-03-16,65.0,74.0,March
806,58683,1942-03-17,64.0,71.0,March
807,58684,1942-03-18,65.0,74.0,March
808,58685,1942-03-19,66.0,73.0,March
809,58686,1942-03-20,65.0,74.0,March
810,58687,1942-03-21,62.0,76.0,March
811,58688,1942-03-22,61.0,71.0,March
812,58689,1942-03-23,62.0,72.0,March
813,58690,1942-03-24,62.0,73.0,March
814,58691,1942-03-25,62.0,74.0,March
815,58692,1942-03-26,63.0,74.0,March
816,58693,1942-03-27,64.0,73.0,March
817,58694,1942-03-28,62.0,74.0,March
818,58695,1942-03-29,61.0,71.0,March
819,58696,1942-03-30,61.0,72.0,March
820,58697,1942-03-31,61.0,73.0,March
821,58698,1942-04-01,62.0,71.0,April
822,58699,1942-04-02,62.0,73.0,April
823,58700,1942-04-03,61.0,75.0,April
824,58701,1942-04-04,62.0,75.0,April
825,58702,1942-04-05,61.0,75.0,April
826,58703,1942-04-06,61.0,71.0,April
827,58704,1942-04-07,60.0,72.0,April
828,58705,1942-04-08,58.0,71.0,April
829,58706,1942-04-09,61.0,73.0,April
830,58707,1942-04-10,61.0,74.0,April
831,58708,1942-04-11,63.0,69.0,April
832,58709,1942-04-12,64.0,72.0,April
833,58710,1942-04-13,64.0,71.0,April
834,58711,1942-04-14,64.0,74.0,April
835,58712,1942-04-15,65.0,72.0,April
836,58713,1942-04-16,64.0,73.0,April
837,58714,1942-04-17,64.0,73.0,April
838,58715,1942-04-18,64.0,74.0,April
839,58716,1942-04-19,64.0,74.0,April
840,58717,1942-04-20,62.0,71.0,April
841,58718,1942-04-21,63.0,75.0,April
842,58719,1942-04-22,64.0,81.0,April
843,58720,1942-04-23,62.0,82.0,April
844,58721,1942-04-24,66.0,75.0,April
845,58722,1942-04-25,69.0,83.0,April
846,58723,1942-04-26,67.0,77.0,April
847,58724,1942-04-27,66.0,78.0,April
848,58725,1942-04-28,63.0,75.0,April
849,58726,1942-04-29,65.0,73.0,April
850,58727,1942-04-30,65.0,75.0,April
851,58728,1942-05-01,66.0,76.0,May
852,58729,1942-05-02,65.0,76.0,May
853,58730,1942-05-03,64.0,77.0,May
854,58731,1942-05-04,64.0,75.0,May
855,58732,1942-05-05,62.0,77.0,May
856,58733,1942-05-06,63.0,76.0,May
857,58734,1942-05-07,66.0,76.0,May
858,58735,1942-05-08,62.0,76.0,May
859,58736,1942-05-09,64.0,77.0,May
860,58737,1942-05-10,65.0,77.0,May
861,58738,1942-05-11,63.0,81.0,May
862,58739,1942-05-12,64.0,83.0,May
863,58740,1942-05-13,64.0,83.0,May
864,58741,1942-05-14,63.0,82.0,May
865,58742,1942-05-15,65.0,83.0,May
866,58743,1942-05-16,66.0,85.0,May
867,58744,1942-05-17,67.0,81.0,May
868,58745,1942-05-18,66.0,80.0,May
869,58746,1942-05-19,65.0,81.0,May
870,58747,1942-05-20,68.0,81.0,May
871,58748,1942-05-21,66.0,82.0,May
872,58749,1942-05-22,64.0,84.0,May
873,58750,1942-05-23,64.0,85.0,May
874,58751,1942-05-24,66.0,81.0,May
875,58752,1942-05-25,66.0,81.0,May
876,58753,1942-05-26,68.0,81.0,May
877,58754,1942-05-27,67.0,86.0,May
878,58755,1942-05-28,67.0,83.0,May
879,58756,1942-05-29,68.0,81.0,May
880,58757,1942-05-30,68.0,81.0,May
881,58758,1942-05-31,69.0,82.0,May
882,58759,1942-06-01,69.0,81.0,June
883,58760,1942-06-02,65.0,83.0,June
884,58761,1942-06-03,65.0,84.0,June
885,58762,1942-06-04,65.0,82.0,June
886,58763,1942-06-05,64.0,82.0,June
887,58764,1942-06-06,63.0,81.0,June
888,58765,1942-06-07,68.0,80.0,June
889,58766,1942-06-08,68.0,78.0,June
890,58767,1942-06-09,68.0,80.0,June
891,58768,1942-06-10,67.0,82.0,June
892,58769,1942-06-11,67.0,81.0,June
893,58770,1942-06-12,68.0,81.0,June
894,58771,1942-06-13,67.0,80.0,June
895,58772,1942-06-14,68.0,78.0,June
896,58773,1942-06-15,61.0,77.0,June
897,58774,1942-06-16,61.0,79.0,June
898,58775,1942-06-17,66.0,83.0,June
899,58776,1942-06-18,67.0,86.0,June
900,58777,1942-06-19,69.0,83.0,June
901,58778,1942-06-20,69.0,82.0,June
902,58779,1942-06-21,68.0,82.0,June
903,58780,1942-06-22,69.0,82.0,June
904,58781,1942-06-23,69.0,77.0,June
905,58782,1942-06-24,69.0,78.0,June
906,58783,1942-06-25,67.0,76.0,June
907,58784,1942-06-26,68.0,78.0,June
908,58785,1942-06-27,69.0,79.0,June
909,58786,1942-06-28,67.0,82.0,June
910,58787,1942-06-29,66.0,84.0,June
911,58788,1942-06-30,68.0,83.0,June
912,58789,1942-07-01,67.0,83.0,July
913,58790,1942-07-02,69.0,84.0,July
914,58791,1942-07-03,69.0,83.0,July
915,58792,1942-07-04,71.0,80.0,July
916,58793,1942-07-05,70.0,80.0,July
917,58794,1942-07-06,70.0,78.0,July
918,58795,1942-07-07,69.0,78.0,July
919,58796,1942-07-08,66.0,79.0,July
920,58797,1942-07-09,69.0,80.0,July
921,58798,1942-07-10,67.0,80.0,July
922,58799,1942-07-11,69.0,82.0,July
923,58800,1942-07-12,70.0,78.0,July
924,58801,1942-07-13,70.0,80.0,July
925,58802,1942-07-14,71.0,80.0,July
926,58803,1942-07-15,67.0,82.0,July
927,58804,1942-07-16,66.0,83.0,July
928,58805,1942-07-17,66.0,85.0,July
929,58806,1942-07-18,65.0,85.0,July
930,58807,1942-07-19,64.0,85.0,July
931,58808,1942-07-20,69.0,81.0,July
932,58809,1942-07-21,70.0,81.0,July
933,58810,1942-07-22,67.0,81.0,July
934,58811,1942-07-23,67.0,83.0,July
935,58812,1942-07-24,68.0,82.0,July
936,58813,1942-07-25,68.0,85.0,July
937,58814,1942-07-26,70.0,82.0,July
938,58815,1942-07-27,72.0,82.0,July
939,58816,1942-07-28,72.0,82.0,July
940,58817,1942-07-29,69.0,82.0,July
941,58818,1942-07-30,71.0,82.0,July
942,58819,1942-07-31,70.0,83.0,July
943,58820,1942-08-01,67.0,79.0,August
944,58821,1942-08-02,67.0,81.0,August
945,58822,1942-08-03,69.0,80.0,August
946,58823,1942-08-04,69.0,83.0,August
947,58824,1942-08-05,69.0,82.0,August
948,58825,1942-08-06,69.0,81.0,August
949,58826,1942-08-07,68.0,81.0,August
950,58827,1942-08-08,68.0,81.0,August
951,58828,1942-08-09,70.0,81.0,August
952,58829,1942-08-10,68.0,81.0,August
953,58830,1942-08-11,69.0,81.0,August
954,58831,1942-08-12,68.0,82.0,August
955,58832,1942-08-13,71.0,83.0,August
956,58833,1942-08-14,70.0,84.0,August
957,58834,1942-08-15,70.0,83.0,August
958,58835,1942-08-16,69.0,85.0,August
959,58836,1942-08-17,70.0,82.0,August
960,58837,1942-08-18,69.0,82.0,August
961,58838,1942-08-19,70.0,82.0,August
962,58839,1942-08-20,70.0,83.0,August
963,58840,1942-08-21,70.0,81.0,August
964,58841,1942-08-22,69.0,78.0,August
965,58842,1942-08-23,69.0,82.0,August
966,58843,1942-08-24,71.0,81.0,August
967,58844,1942-08-25,68.0,82.0,August
968,58845,1942-08-26,68.0,82.0,August
969,58846,1942-08-27,68.0,82.0,August
970,58847,1942-08-28,69.0,82.0,August
971,58848,1942-08-29,70.0,83.0,August
972,58849,1942-08-30,70.0,82.0,August
973,58850,1942-08-31,71.0,82.0,August
974,58851,1942-09-01,68.0,81.0,September
975,58852,1942-09-02,69.0,82.0,September
976,58853,1942-09-03,67.0,85.0,September
977,58854,1942-09-04,68.0,85.0,September
978,58855,1942-09-05,67.0,84.0,September
979,58856,1942-09-06,66.0,82.0,September
980,58857,1942-09-07,69.0,82.0,September
981,58858,1942-09-08,71.0,85.0,September
982,58859,1942-09-09,68.0,82.0,September
983,58860,1942-09-10,72.0,82.0,September
984,58861,1942-09-11,66.0,86.0,September
985,58862,1942-09-12,68.0,82.0,September
986,58863,1942-09-13,69.0,83.0,September
987,58864,1942-09-14,66.0,82.0,September
988,58865,1942-09-15,68.0,81.0,September
989,58866,1942-09-16,69.0,82.0,September
990,58867,1942-09-17,69.0,82.0,September
991,58868,1942-09-18,67.0,81.0,September
992,58869,1942-09-19,67.0,83.0,September
993,58870,1942-09-20,69.0,84.0,September
994,58871,1942-09-21,67.0,82.0,September
995,58872,1942-09-22,67.0,89.0,September
996,58873,1942-09-23,66.0,87.0,September
997,58874,1942-09-24,67.0,84.0,September
998,58875,1942-09-25,63.0,84.0,September
999,58876,1942-09-26,69.0,85.0,September
1000,58877,1942-09-27,70.0,78.0,September
1001,58878,1942-09-28,70.0,82.0,September
1002,58879,1942-09-29,71.0,83.0,September
1003,58880,1942-09-30,69.0,81.0,September
